invoice_id,branch,city,customer_type,gender,prouduct_line,unit_price,quantity,VAT,total,date,time,payment_method,cogs,gross_margin_percentage,gross_income,rating
488-25-4221,C,Naypyitaw,Member,Female,Food and beverages,30.41,1,1.5205,31.93,2/22/2019 0:00,10:36:00,Credit card,30.41,gross_margin_percentage,1.52,8.4
489-64-4354,C,Naypyitaw,Normal,Male,Fashion accessories,16.28,1,0.814,17.09,3/9/2019 0:00,15:36:00,Cash,16.28,gross_margin_percentage,0.81,5
489-82-1237,A,Yangon,Normal,Female,Electronic accessories,93.88,7,32.858,690.02,1/5/2019 0:00,11:51:00,Credit card,657.16,gross_margin_percentage,32.86,7.3
490-29-1201,A,Yangon,Normal,Female,Sports and travel,15.34,1,0.767,16.11,1/6/2019 0:00,11:09:00,Cash,15.34,gross_margin_percentage,0.77,6.5
490-95-0021,B,Mandalay,Member,Female,Food and beverages,33.21,10,16.605,348.71,1/8/2019 0:00,14:25:00,Ewallet,332.1,gross_margin_percentage,16.61,6
491-38-3499,A,Yangon,Member,Male,Fashion accessories,55.45,1,2.7725,58.22,2/26/2019 0:00,17:46:00,Credit card,55.45,gross_margin_percentage,2.77,4.9
493-65-6248,C,Naypyitaw,Member,Female,Sports and travel,36.98,10,18.49,388.29,1/1/2019 0:00,19:48:00,Credit card,369.8,gross_margin_percentage,18.49,7
497-36-0989,A,Yangon,Normal,Male,Fashion accessories,51.94,3,7.791,163.61,2/15/2019 0:00,15:21:00,Cash,155.82,gross_margin_percentage,7.79,7.9
497-37-6538,A,Yangon,Normal,Male,Sports and travel,58.91,7,20.6185,432.99,1/17/2019 0:00,15:15:00,Ewallet,412.37,gross_margin_percentage,20.62,9.7
498-41-1961,B,Mandalay,Normal,Male,Health and beauty,66.68,5,16.67,350.07,2/20/2019 0:00,18:01:00,Cash,333.4,gross_margin_percentage,16.67,7.6
499-27-7781,B,Mandalay,Normal,Female,Food and beverages,53.21,8,21.284,446.96,3/14/2019 0:00,16:45:00,Ewallet,425.68,gross_margin_percentage,21.28,5
500-02-2261,C,Naypyitaw,Normal,Female,Food and beverages,57.29,6,17.187,360.93,3/21/2019 0:00,17:04:00,Ewallet,343.74,gross_margin_percentage,17.19,5.9
501-61-1753,B,Mandalay,Normal,Female,Home and lifestyle,63.15,6,18.945,397.85,1/3/2019 0:00,20:24:00,Ewallet,378.9,gross_margin_percentage,18.95,9.8
502-05-1910,A,Yangon,Normal,Male,Health and beauty,65.18,3,9.777,205.32,2/25/2019 0:00,20:35:00,Credit card,195.54,gross_margin_percentage,9.78,6.3
503-07-0930,C,Naypyitaw,Member,Male,Sports and travel,58.39,7,20.4365,429.17,2/23/2019 0:00,19:49:00,Credit card,408.73,gross_margin_percentage,20.44,8.2
503-21-4385,B,Mandalay,Member,Male,Health and beauty,39.91,3,5.9865,125.72,2/21/2019 0:00,12:40:00,Ewallet,119.73,gross_margin_percentage,5.99,9.3
504-35-8843,A,Yangon,Normal,Male,Sports and travel,42.47,1,2.1235,44.59,1/2/2019 0:00,16:57:00,Cash,42.47,gross_margin_percentage,2.12,5.7
505-02-0892,B,Mandalay,Member,Male,Health and beauty,42.57,8,17.028,357.59,2/25/2019 0:00,14:12:00,Ewallet,340.56,gross_margin_percentage,17.03,5.6
509-10-0516,B,Mandalay,Normal,Male,Home and lifestyle,45.97,4,9.194,193.07,2/9/2019 0:00,12:02:00,Ewallet,183.88,gross_margin_percentage,9.19,5.1
509-29-3912,A,Yangon,Member,Female,Sports and travel,38.72,9,17.424,365.9,3/20/2019 0:00,12:24:00,Ewallet,348.48,gross_margin_percentage,17.42,4.2
510-09-5628,A,Yangon,Member,Female,Fashion accessories,19.66,10,9.83,206.43,3/15/2019 0:00,18:20:00,Credit card,196.6,gross_margin_percentage,9.83,7.2
510-79-0415,B,Mandalay,Member,Female,Sports and travel,23.08,6,6.924,145.4,1/24/2019 0:00,19:20:00,Ewallet,138.48,gross_margin_percentage,6.92,4.9
510-95-6347,B,Mandalay,Member,Female,Food and beverages,48.52,3,7.278,152.84,3/5/2019 0:00,18:17:00,Ewallet,145.56,gross_margin_percentage,7.28,4
511-54-3087,B,Mandalay,Normal,Male,Sports and travel,88.45,1,4.4225,92.87,2/25/2019 0:00,16:36:00,Credit card,88.45,gross_margin_percentage,4.42,9.5
512-91-0811,C,Naypyitaw,Normal,Male,Health and beauty,89.75,1,4.4875,94.24,2/6/2019 0:00,20:05:00,Credit card,89.75,gross_margin_percentage,4.49,6.6
512-98-1403,A,Yangon,Member,Female,Electronic accessories,26.48,3,3.972,83.41,3/21/2019 0:00,10:40:00,Ewallet,79.44,gross_margin_percentage,3.97,4.7
514-37-2845,B,Mandalay,Normal,Male,Fashion accessories,99.25,2,9.925,208.43,3/20/2019 0:00,13:02:00,Cash,198.5,gross_margin_percentage,9.93,9
516-77-6464,C,Naypyitaw,Member,Female,Health and beauty,10.16,5,2.54,53.34,2/24/2019 0:00,13:08:00,Ewallet,50.8,gross_margin_percentage,2.54,4.1
518-17-2983,A,Yangon,Normal,Female,Fashion accessories,48.63,4,9.726,204.25,2/4/2019 0:00,15:44:00,Ewallet,194.52,gross_margin_percentage,9.73,7.6
518-71-6847,B,Mandalay,Member,Male,Food and beverages,26.6,6,7.98,167.58,2/26/2019 0:00,15:10:00,Ewallet,159.6,gross_margin_percentage,7.98,4.9
521-18-7827,C,Naypyitaw,Member,Male,Home and lifestyle,39.39,5,9.8475,206.8,1/22/2019 0:00,20:46:00,Credit card,196.95,gross_margin_percentage,9.85,8.7
522-57-8364,A,Yangon,Member,Male,Fashion accessories,51.34,8,20.536,431.26,1/31/2019 0:00,10:00:00,Ewallet,410.72,gross_margin_percentage,20.54,7.6
523-38-0215,C,Naypyitaw,Normal,Male,Home and lifestyle,37,1,1.85,38.85,3/6/2019 0:00,13:29:00,Credit card,37,gross_margin_percentage,1.85,7.9
525-09-8450,B,Mandalay,Normal,Male,Electronic accessories,72.13,10,36.065,757.37,1/31/2019 0:00,15:12:00,Credit card,721.3,gross_margin_percentage,36.07,4.2
525-88-7307,B,Mandalay,Member,Male,Sports and travel,75.82,1,3.791,79.61,1/31/2019 0:00,13:19:00,Cash,75.82,gross_margin_percentage,3.79,5.8
526-86-8552,C,Naypyitaw,Member,Female,Home and lifestyle,21.82,10,10.91,229.11,1/7/2019 0:00,17:36:00,Cash,218.2,gross_margin_percentage,10.91,7.1
527-09-6272,A,Yangon,Member,Female,Electronic accessories,28.45,5,7.1125,149.36,3/21/2019 0:00,10:17:00,Credit card,142.25,gross_margin_percentage,7.11,9.1
528-14-9470,A,Yangon,Member,Male,Health and beauty,91.3,1,4.565,95.87,2/14/2019 0:00,14:42:00,Ewallet,91.3,gross_margin_percentage,4.57,9.2
528-87-5606,B,Mandalay,Member,Female,Electronic accessories,39.48,1,1.974,41.45,2/12/2019 0:00,19:43:00,Cash,39.48,gross_margin_percentage,1.97,6.5
529-56-3974,B,Mandalay,Member,Male,Electronic accessories,25.51,4,5.102,107.14,3/9/2019 0:00,17:03:00,Cash,102.04,gross_margin_percentage,5.1,6.8
530-90-9855,A,Yangon,Member,Male,Home and lifestyle,47.59,8,19.036,399.76,1/1/2019 0:00,14:47:00,Cash,380.72,gross_margin_percentage,19.04,5.7
531-56-4728,A,Yangon,Normal,Male,Home and lifestyle,80.08,3,12.012,252.25,2/11/2019 0:00,15:29:00,Cash,240.24,gross_margin_percentage,12.01,5.4
531-80-1784,A,Yangon,Normal,Male,Electronic accessories,26.02,7,9.107,191.25,3/28/2019 0:00,17:38:00,Cash,182.14,gross_margin_percentage,9.11,5.1
532-59-7201,B,Mandalay,Member,Male,Sports and travel,79.93,6,23.979,503.56,1/31/2019 0:00,14:04:00,Cash,479.58,gross_margin_percentage,23.98,5.5
533-33-5337,B,Mandalay,Normal,Male,Electronic accessories,79.39,10,39.695,833.6,2/7/2019 0:00,20:24:00,Cash,793.9,gross_margin_percentage,39.7,6.2
533-66-5566,B,Mandalay,Normal,Female,Home and lifestyle,51.07,7,17.8745,375.36,1/12/2019 0:00,11:42:00,Cash,357.49,gross_margin_percentage,17.87,7
534-01-4457,A,Yangon,Normal,Male,Food and beverages,81.71,6,24.513,514.77,1/27/2019 0:00,14:36:00,Credit card,490.26,gross_margin_percentage,24.51,8
534-53-3526,A,Yangon,Normal,Female,Sports and travel,94.76,4,18.952,397.99,2/11/2019 0:00,16:06:00,Ewallet,379.04,gross_margin_percentage,18.95,7.8
537-72-0426,C,Naypyitaw,Member,Male,Fashion accessories,70.99,10,35.495,745.4,3/20/2019 0:00,16:28:00,Cash,709.9,gross_margin_percentage,35.5,5.7
538-22-0304,C,Naypyitaw,Normal,Male,Electronic accessories,64.95,10,32.475,681.98,3/24/2019 0:00,18:27:00,Cash,649.5,gross_margin_percentage,32.48,5.2
539-21-7227,B,Mandalay,Normal,Female,Sports and travel,51.54,5,12.885,270.59,1/26/2019 0:00,17:45:00,Cash,257.7,gross_margin_percentage,12.89,4.2
540-11-4336,A,Yangon,Normal,Male,Food and beverages,24.94,9,11.223,235.68,1/11/2019 0:00,16:49:00,Credit card,224.46,gross_margin_percentage,11.22,5.6
541-08-3113,C,Naypyitaw,Normal,Male,Food and beverages,65.97,8,26.388,554.15,2/2/2019 0:00,20:29:00,Cash,527.76,gross_margin_percentage,26.39,8.4
541-48-8554,A,Yangon,Normal,Male,Sports and travel,60.95,9,27.4275,575.98,1/7/2019 0:00,12:08:00,Credit card,548.55,gross_margin_percentage,27.43,6
541-89-9860,C,Naypyitaw,Member,Female,Fashion accessories,80.48,3,12.072,253.51,2/15/2019 0:00,12:31:00,Cash,241.44,gross_margin_percentage,12.07,8.1
542-41-0513,B,Mandalay,Member,Female,Electronic accessories,57.49,4,11.498,241.46,3/15/2019 0:00,11:57:00,Cash,229.96,gross_margin_percentage,11.5,6.6
544-32-5024,C,Naypyitaw,Member,Female,Food and beverages,49.79,4,9.958,209.12,3/28/2019 0:00,19:16:00,Credit card,199.16,gross_margin_percentage,9.96,6.4
544-55-9589,B,Mandalay,Member,Female,Electronic accessories,21.43,10,10.715,225.02,1/28/2019 0:00,11:51:00,Cash,214.3,gross_margin_percentage,10.72,6.2
545-07-8534,C,Naypyitaw,Normal,Female,Health and beauty,58.32,2,5.832,122.47,2/14/2019 0:00,12:42:00,Ewallet,116.64,gross_margin_percentage,5.83,6
545-46-3100,B,Mandalay,Member,Female,Electronic accessories,10.59,3,1.5885,33.36,3/12/2019 0:00,13:52:00,Credit card,31.77,gross_margin_percentage,1.59,8.7
546-80-2899,A,Yangon,Member,Male,Home and lifestyle,37.69,2,3.769,79.15,2/20/2019 0:00,15:29:00,Ewallet,75.38,gross_margin_percentage,3.77,9.5
548-46-9322,B,Mandalay,Normal,Male,Food and beverages,39.9,10,19.95,418.95,2/20/2019 0:00,15:24:00,Credit card,399,gross_margin_percentage,19.95,5.9
548-48-3156,A,Yangon,Member,Female,Food and beverages,83.34,2,8.334,175.01,3/19/2019 0:00,13:37:00,Cash,166.68,gross_margin_percentage,8.33,7.6
549-03-9315,B,Mandalay,Normal,Male,Fashion accessories,94.87,8,37.948,796.91,2/12/2019 0:00,12:58:00,Ewallet,758.96,gross_margin_percentage,37.95,8.7
549-23-9016,C,Naypyitaw,Member,Female,Food and beverages,14.87,2,1.487,31.23,2/13/2019 0:00,18:15:00,Credit card,29.74,gross_margin_percentage,1.49,8.9
549-59-1358,A,Yangon,Member,Male,Sports and travel,88.63,3,13.2945,279.18,3/2/2019 0:00,17:36:00,Ewallet,265.89,gross_margin_percentage,13.29,6
549-84-7482,B,Mandalay,Normal,Female,Sports and travel,90.28,9,40.626,853.15,2/8/2019 0:00,11:15:00,Ewallet,812.52,gross_margin_percentage,40.63,7.2
549-96-4200,C,Naypyitaw,Member,Male,Food and beverages,17.04,4,3.408,71.57,3/8/2019 0:00,20:15:00,Ewallet,68.16,gross_margin_percentage,3.41,7
550-84-8664,A,Yangon,Normal,Male,Sports and travel,85.91,5,21.4775,451.03,3/22/2019 0:00,14:33:00,Credit card,429.55,gross_margin_percentage,21.48,8.6
551-21-3069,C,Naypyitaw,Normal,Female,Electronic accessories,23.07,9,10.3815,218.01,2/1/2019 0:00,11:27:00,Cash,207.63,gross_margin_percentage,10.38,4.9
552-44-5977,B,Mandalay,Member,Male,Health and beauty,62,8,24.8,520.8,1/3/2019 0:00,19:08:00,Credit card,496,gross_margin_percentage,24.8,6.2
554-42-2417,C,Naypyitaw,Normal,Female,Sports and travel,95.44,10,47.72,1002.12,1/9/2019 0:00,13:45:00,Cash,954.4,gross_margin_percentage,47.72,5.2
554-53-3790,B,Mandalay,Normal,Male,Sports and travel,37.02,6,11.106,233.23,3/22/2019 0:00,18:33:00,Cash,222.12,gross_margin_percentage,11.11,4.5
554-53-8700,C,Naypyitaw,Member,Male,Home and lifestyle,56.11,2,5.611,117.83,2/2/2019 0:00,10:11:00,Cash,112.22,gross_margin_percentage,5.61,6.3
556-41-6224,C,Naypyitaw,Normal,Male,Health and beauty,33.64,8,13.456,282.58,2/15/2019 0:00,17:10:00,Credit card,269.12,gross_margin_percentage,13.46,9.3
556-72-8512,C,Naypyitaw,Normal,Male,Home and lifestyle,22.96,1,1.148,24.11,1/30/2019 0:00,20:47:00,Cash,22.96,gross_margin_percentage,1.15,4.3
556-86-3144,C,Naypyitaw,Member,Female,Fashion accessories,74.29,1,3.7145,78,1/13/2019 0:00,19:30:00,Cash,74.29,gross_margin_percentage,3.71,5
556-97-7101,C,Naypyitaw,Normal,Female,Electronic accessories,63.22,2,6.322,132.76,1/1/2019 0:00,15:51:00,Cash,126.44,gross_margin_percentage,6.32,8.5
558-60-5016,A,Yangon,Normal,Female,Home and lifestyle,33.3,9,14.985,314.69,3/4/2019 0:00,15:27:00,Ewallet,299.7,gross_margin_percentage,14.99,7.2
558-80-4082,C,Naypyitaw,Normal,Male,Electronic accessories,27.85,7,9.7475,204.7,3/14/2019 0:00,17:20:00,Ewallet,194.95,gross_margin_percentage,9.75,6
559-61-5987,B,Mandalay,Normal,Female,Health and beauty,17.75,1,0.8875,18.64,1/14/2019 0:00,10:38:00,Cash,17.75,gross_margin_percentage,0.89,8.6
559-98-9873,A,Yangon,Member,Female,Fashion accessories,53.65,7,18.7775,394.33,2/10/2019 0:00,12:56:00,Ewallet,375.55,gross_margin_percentage,18.78,5.2
560-30-5617,B,Mandalay,Normal,Female,Sports and travel,24.77,5,6.1925,130.04,3/24/2019 0:00,18:27:00,Cash,123.85,gross_margin_percentage,6.19,8.5
560-49-6611,A,Yangon,Member,Female,Sports and travel,45.58,1,2.279,47.86,2/7/2019 0:00,14:13:00,Cash,45.58,gross_margin_percentage,2.28,9.8
562-12-5430,A,Yangon,Member,Female,Fashion accessories,88.15,3,13.2225,277.67,1/18/2019 0:00,10:11:00,Ewallet,264.45,gross_margin_percentage,13.22,7.9
563-36-9814,A,Yangon,Member,Male,Electronic accessories,76.82,1,3.841,80.66,2/13/2019 0:00,18:27:00,Ewallet,76.82,gross_margin_percentage,3.84,7.2
563-47-4072,B,Mandalay,Normal,Female,Health and beauty,55.81,6,16.743,351.6,1/22/2019 0:00,11:52:00,Cash,334.86,gross_margin_percentage,16.74,9.9
563-91-7120,A,Yangon,Normal,Female,Fashion accessories,61.77,5,15.4425,324.29,3/8/2019 0:00,13:21:00,Cash,308.85,gross_margin_percentage,15.44,6.7
565-17-3836,A,Yangon,Member,Female,Health and beauty,47.67,4,9.534,200.21,3/12/2019 0:00,14:21:00,Cash,190.68,gross_margin_percentage,9.53,9.1
565-67-6697,B,Mandalay,Member,Male,Home and lifestyle,27,9,12.15,255.15,3/2/2019 0:00,14:16:00,Cash,243,gross_margin_percentage,12.15,4.8
565-80-5980,C,Naypyitaw,Member,Female,Home and lifestyle,47.38,4,9.476,199,1/23/2019 0:00,10:25:00,Cash,189.52,gross_margin_percentage,9.48,7.1
565-91-4567,B,Mandalay,Normal,Male,Health and beauty,10.75,8,4.3,90.3,3/15/2019 0:00,14:38:00,Ewallet,86,gross_margin_percentage,4.3,6.2
566-19-5475,B,Mandalay,Normal,Male,Fashion accessories,47.97,7,16.7895,352.58,1/7/2019 0:00,20:52:00,Cash,335.79,gross_margin_percentage,16.79,6.2
566-71-1091,A,Yangon,Normal,Male,Fashion accessories,77.02,5,19.255,404.36,2/3/2019 0:00,15:59:00,Cash,385.1,gross_margin_percentage,19.26,5.5
568-88-3448,A,Yangon,Normal,Male,Health and beauty,25,1,1.25,26.25,3/3/2019 0:00,15:09:00,Ewallet,25,gross_margin_percentage,1.25,5.5
568-90-5112,C,Naypyitaw,Normal,Male,Health and beauty,66.14,4,13.228,277.79,3/19/2019 0:00,12:46:00,Credit card,264.56,gross_margin_percentage,13.23,5.6
569-71-4390,B,Mandalay,Normal,Male,Sports and travel,21.87,2,2.187,45.93,1/25/2019 0:00,14:29:00,Ewallet,43.74,gross_margin_percentage,2.19,6.9
569-76-2760,A,Yangon,Member,Female,Sports and travel,22.01,4,4.402,92.44,1/29/2019 0:00,18:15:00,Credit card,88.04,gross_margin_percentage,4.4,6.6
571-94-0759,B,Mandalay,Member,Female,Food and beverages,74.6,10,37.3,783.3,1/8/2019 0:00,20:55:00,Cash,746,gross_margin_percentage,37.3,9.5
573-10-3877,B,Mandalay,Member,Male,Health and beauty,39.01,1,1.9505,40.96,3/12/2019 0:00,16:46:00,Credit card,39.01,gross_margin_percentage,1.95,4.7
573-58-9734,B,Mandalay,Normal,Female,Fashion accessories,30.37,3,4.5555,95.67,3/28/2019 0:00,13:41:00,Ewallet,91.11,gross_margin_percentage,4.56,5.1
573-98-8548,C,Naypyitaw,Member,Female,Fashion accessories,31.9,1,1.595,33.5,1/5/2019 0:00,12:40:00,Ewallet,31.9,gross_margin_percentage,1.6,9.1
574-22-5561,C,Naypyitaw,Member,Female,Fashion accessories,82.63,10,41.315,867.62,3/19/2019 0:00,17:08:00,Ewallet,826.3,gross_margin_percentage,41.32,7.9
574-31-8277,B,Mandalay,Member,Male,Fashion accessories,33.63,1,1.6815,35.31,3/20/2019 0:00,19:55:00,Cash,33.63,gross_margin_percentage,1.68,5.6
574-57-9721,C,Naypyitaw,Normal,Male,Food and beverages,43.27,2,4.327,90.87,3/8/2019 0:00,16:53:00,Ewallet,86.54,gross_margin_percentage,4.33,5.7
574-80-1489,B,Mandalay,Member,Female,Food and beverages,62.85,4,12.57,263.97,2/25/2019 0:00,13:22:00,Ewallet,251.4,gross_margin_percentage,12.57,8.7
575-30-8091,A,Yangon,Normal,Male,Sports and travel,72.5,8,29,609,3/16/2019 0:00,19:25:00,Ewallet,580,gross_margin_percentage,29,9.2
575-67-1508,A,Yangon,Normal,Male,Electronic accessories,38.6,1,1.93,40.53,1/29/2019 0:00,11:26:00,Ewallet,38.6,gross_margin_percentage,1.93,6.7
576-31-4774,B,Mandalay,Normal,Female,Health and beauty,73.41,3,11.0115,231.24,3/2/2019 0:00,13:10:00,Ewallet,220.23,gross_margin_percentage,11.01,4
577-34-7579,C,Naypyitaw,Member,Male,Food and beverages,50.49,9,22.7205,477.13,1/10/2019 0:00,17:16:00,Cash,454.41,gross_margin_percentage,22.72,5.4
578-80-7669,B,Mandalay,Normal,Male,Sports and travel,74.97,1,3.7485,78.72,3/16/2019 0:00,16:58:00,Cash,74.97,gross_margin_percentage,3.75,5.6
582-52-8065,B,Mandalay,Normal,Female,Fashion accessories,54.31,9,24.4395,513.23,2/22/2019 0:00,10:49:00,Cash,488.79,gross_margin_percentage,24.44,8.9
583-41-4548,C,Naypyitaw,Normal,Male,Home and lifestyle,16.67,7,5.8345,122.52,2/7/2019 0:00,11:36:00,Ewallet,116.69,gross_margin_percentage,5.83,7.4
583-72-1480,C,Naypyitaw,Member,Male,Electronic accessories,37.06,4,7.412,155.65,1/31/2019 0:00,16:24:00,Ewallet,148.24,gross_margin_percentage,7.41,9.7
584-66-4073,C,Naypyitaw,Normal,Male,Fashion accessories,56.5,1,2.825,59.33,3/13/2019 0:00,15:45:00,Ewallet,56.5,gross_margin_percentage,2.83,9.6
584-86-7256,C,Naypyitaw,Member,Male,Sports and travel,34.56,7,12.096,254.02,3/11/2019 0:00,16:07:00,Credit card,241.92,gross_margin_percentage,12.1,7.3
585-03-5943,B,Mandalay,Normal,Male,Health and beauty,18.11,10,9.055,190.16,3/13/2019 0:00,11:46:00,Ewallet,181.1,gross_margin_percentage,9.06,5.9
585-11-6748,B,Mandalay,Member,Male,Sports and travel,96.8,3,14.52,304.92,3/15/2019 0:00,13:05:00,Cash,290.4,gross_margin_percentage,14.52,5.3
585-86-8361,A,Yangon,Normal,Female,Food and beverages,27.28,5,6.82,143.22,2/3/2019 0:00,10:31:00,Credit card,136.4,gross_margin_percentage,6.82,8.6
585-90-0249,A,Yangon,Member,Male,Electronic accessories,73.26,1,3.663,76.92,1/27/2019 0:00,18:08:00,Ewallet,73.26,gross_margin_percentage,3.66,9.7
586-25-0848,A,Yangon,Normal,Female,Sports and travel,12.34,7,4.319,90.7,3/4/2019 0:00,11:19:00,Credit card,86.38,gross_margin_percentage,4.32,6.7
587-03-7455,C,Naypyitaw,Member,Female,Fashion accessories,97.79,7,34.2265,718.76,2/16/2019 0:00,17:30:00,Ewallet,684.53,gross_margin_percentage,34.23,4.9
587-73-4862,A,Yangon,Member,Female,Health and beauty,10.69,5,2.6725,56.12,3/26/2019 0:00,11:07:00,Ewallet,53.45,gross_margin_percentage,2.67,7.6
588-01-7461,C,Naypyitaw,Normal,Female,Food and beverages,33.98,9,15.291,321.11,3/24/2019 0:00,10:43:00,Cash,305.82,gross_margin_percentage,15.29,4.2
588-47-8641,A,Yangon,Member,Male,Fashion accessories,56.04,10,28.02,588.42,1/14/2019 0:00,19:30:00,Ewallet,560.4,gross_margin_percentage,28.02,4.4
589-02-8023,A,Yangon,Member,Male,Food and beverages,83.77,2,8.377,175.92,1/15/2019 0:00,10:54:00,Credit card,167.54,gross_margin_percentage,8.38,7
590-83-4591,B,Mandalay,Member,Male,Electronic accessories,87.45,6,26.235,550.94,2/17/2019 0:00,14:40:00,Credit card,524.7,gross_margin_percentage,26.24,8.8
592-34-6155,C,Naypyitaw,Normal,Male,Food and beverages,31.77,4,6.354,133.43,1/14/2019 0:00,14:43:00,Ewallet,127.08,gross_margin_percentage,6.35,6.2
592-46-1692,C,Naypyitaw,Member,Female,Food and beverages,36.77,7,12.8695,270.26,1/11/2019 0:00,20:10:00,Cash,257.39,gross_margin_percentage,12.87,7.4
593-08-5916,A,Yangon,Normal,Female,Fashion accessories,15.5,1,0.775,16.28,3/19/2019 0:00,15:23:00,Credit card,15.5,gross_margin_percentage,0.78,7.4
593-14-4239,B,Mandalay,Normal,Female,Home and lifestyle,95.46,8,38.184,801.86,3/5/2019 0:00,19:40:00,Ewallet,763.68,gross_margin_percentage,38.18,4.7
593-65-1552,C,Naypyitaw,Normal,Female,Home and lifestyle,69.81,4,13.962,293.2,1/28/2019 0:00,20:50:00,Credit card,279.24,gross_margin_percentage,13.96,5.9
593-95-4461,C,Naypyitaw,Member,Male,Home and lifestyle,74.86,1,3.743,78.6,3/24/2019 0:00,14:49:00,Cash,74.86,gross_margin_percentage,3.74,6.9
594-34-4444,A,Yangon,Normal,Male,Electronic accessories,97.16,1,4.858,102.02,3/8/2019 0:00,20:38:00,Ewallet,97.16,gross_margin_percentage,4.86,7.2
595-11-5460,A,Yangon,Normal,Male,Health and beauty,96.58,2,9.658,202.82,3/15/2019 0:00,10:12:00,Credit card,193.16,gross_margin_percentage,9.66,5.1
595-27-4851,A,Yangon,Normal,Female,Fashion accessories,54.28,7,18.998,398.96,1/27/2019 0:00,18:05:00,Ewallet,379.96,gross_margin_percentage,19,9.3
595-86-2894,C,Naypyitaw,Member,Male,Fashion accessories,96.98,4,19.396,407.32,2/6/2019 0:00,17:20:00,Ewallet,387.92,gross_margin_percentage,19.4,9.4
595-94-9924,A,Yangon,Member,Female,Health and beauty,27.73,5,6.9325,145.58,3/26/2019 0:00,20:21:00,Credit card,138.65,gross_margin_percentage,6.93,4.2
596-42-3999,B,Mandalay,Normal,Male,Food and beverages,18.22,7,6.377,133.92,3/10/2019 0:00,14:04:00,Credit card,127.54,gross_margin_percentage,6.38,6.6
597-78-7908,C,Naypyitaw,Normal,Male,Fashion accessories,90.22,3,13.533,284.19,2/18/2019 0:00,19:39:00,Cash,270.66,gross_margin_percentage,13.53,6.2
598-06-7312,B,Mandalay,Member,Male,Fashion accessories,91.35,1,4.5675,95.92,2/16/2019 0:00,15:42:00,Cash,91.35,gross_margin_percentage,4.57,6.8
598-47-9715,C,Naypyitaw,Normal,Male,Electronic accessories,84.07,4,16.814,353.09,3/7/2019 0:00,16:54:00,Ewallet,336.28,gross_margin_percentage,16.81,4.4
600-38-9738,C,Naypyitaw,Member,Male,Sports and travel,71.92,5,17.98,377.58,1/17/2019 0:00,15:05:00,Credit card,359.6,gross_margin_percentage,17.98,4.3
602-16-6955,B,Mandalay,Normal,Female,Sports and travel,76.6,10,38.3,804.3,1/24/2019 0:00,18:10:00,Ewallet,766,gross_margin_percentage,38.3,6
602-80-9671,C,Naypyitaw,Member,Female,Home and lifestyle,15.95,6,4.785,100.49,2/9/2019 0:00,17:15:00,Credit card,95.7,gross_margin_percentage,4.79,5.1
603-07-0961,C,Naypyitaw,Member,Male,Electronic accessories,74.79,5,18.6975,392.65,1/10/2019 0:00,11:34:00,Cash,373.95,gross_margin_percentage,18.7,4.9
604-70-6476,A,Yangon,Member,Male,Fashion accessories,17.94,5,4.485,94.19,1/23/2019 0:00,14:04:00,Ewallet,89.7,gross_margin_percentage,4.49,6.8
605-03-2706,A,Yangon,Normal,Female,Health and beauty,15.8,3,2.37,49.77,3/25/2019 0:00,18:02:00,Cash,47.4,gross_margin_percentage,2.37,9.5
605-72-4132,C,Naypyitaw,Normal,Female,Food and beverages,94.47,8,37.788,793.55,2/27/2019 0:00,15:12:00,Cash,755.76,gross_margin_percentage,37.79,9.1
605-83-1050,B,Mandalay,Normal,Male,Fashion accessories,27.18,2,2.718,57.08,3/15/2019 0:00,16:26:00,Ewallet,54.36,gross_margin_percentage,2.72,4.3
606-80-4905,C,Naypyitaw,Member,Female,Sports and travel,19.15,6,5.745,120.65,1/29/2019 0:00,10:01:00,Credit card,114.9,gross_margin_percentage,5.75,6.8
607-65-2441,C,Naypyitaw,Member,Male,Health and beauty,81.95,10,40.975,860.48,3/10/2019 0:00,12:39:00,Credit card,819.5,gross_margin_percentage,40.98,6
607-76-6216,C,Naypyitaw,Member,Female,Fashion accessories,92.49,5,23.1225,485.57,3/2/2019 0:00,16:35:00,Credit card,462.45,gross_margin_percentage,23.12,8.6
608-04-3797,B,Mandalay,Member,Female,Health and beauty,25.32,8,10.128,212.69,3/5/2019 0:00,20:24:00,Ewallet,202.56,gross_margin_percentage,10.13,8.7
608-05-3804,B,Mandalay,Member,Male,Electronic accessories,39.75,1,1.9875,41.74,2/25/2019 0:00,20:19:00,Cash,39.75,gross_margin_percentage,1.99,6.1
608-27-6295,B,Mandalay,Member,Male,Electronic accessories,52.89,6,15.867,333.21,1/19/2019 0:00,17:34:00,Credit card,317.34,gross_margin_percentage,15.87,9.8
608-96-3517,B,Mandalay,Member,Female,Fashion accessories,91.54,4,18.308,384.47,3/23/2019 0:00,19:20:00,Credit card,366.16,gross_margin_percentage,18.31,4.8
609-81-8548,A,Yangon,Member,Female,Home and lifestyle,37.44,6,11.232,235.87,2/6/2019 0:00,13:55:00,Credit card,224.64,gross_margin_percentage,11.23,5.9
610-46-4100,A,Yangon,Normal,Male,Health and beauty,28.95,7,10.1325,212.78,3/3/2019 0:00,20:31:00,Credit card,202.65,gross_margin_percentage,10.13,6
